Timestamp,M1,M2,C1,C2
19202,0,-1,5,1
19208,1,-1,5,1
19214,0,-1,5,1
19220,1,-1,5,1
19227,0,-1,5,1
19232,0,-1,5,1
19238,1,-1,5,1
19244,0,-1,5,1
19250,0,-1,5,1
19256,0,-1,5,1
19262,1,-1,5,1
19268,0,-1,5,1
19274,1,-1,5,1
19280,1,-1,5,1
19286,0,-1,5,1
19292,0,-1,5,1
19297,0,-1,5,1
19304,1,-1,5,1
19310,0,-1,5,1
19316,0,-1,5,1
19322,1,-1,5,1
19328,0,-1,5,1
19334,0,-1,5,1
19340,0,-1,5,1
19346,0,-1,5,1
19352,0,-1,5,1
19358,0,-1,5,1
19364,1,-1,5,1
19369,1,-1,5,1
19376,0,-1,5,1
19382,1,-1,5,1
19388,1,-1,5,1
19394,0,-1,5,1
19400,0,-1,5,1
19406,0,-1,5,1
19412,0,-1,5,1
19418,0,-1,5,1
19424,0,-1,5,1
19430,0,-1,5,1
19436,0,-1,5,1
19442,1,-1,5,1
19448,1,-1,5,1
19454,0,-1,5,1
19460,1,-1,5,1
19466,1,-1,5,1
19472,1,-1,5,1
19478,0,-1,5,1
19484,0,-1,5,1
19490,0,-1,5,1
19496,1,-1,5,1
19502,1,-1,5,1
19508,0,-1,5,1
19514,1,-1,5,1
19520,0,-1,5,1
19526,0,-1,5,1
19532,0,-1,5,1
19538,0,-1,5,1
19544,0,-1,5,1
19550,1,-1,5,1
19556,0,-1,5,1
19562,0,-1,5,1
19568,0,-1,5,1
19574,0,-1,5,1
19580,0,-1,5,1
19586,0,-1,5,1
19592,0,-1,5,1
19598,1,-1,5,1
19604,0,-1,5,1
19610,0,-1,5,1
19616,0,-1,5,1
19622,1,-1,5,1
19628,1,-1,5,1
19634,1,-1,5,1
19640,0,-1,5,1
19645,0,-1,5,1
19651,0,-1,5,1
19658,0,-1,5,1
19663,0,-1,5,1
19669,1,-1,5,1
19676,1,-1,5,1
19682,0,-1,5,1
19688,1,-1,5,1
19694,1,-1,5,1
19700,1,-1,5,1
19706,0,-1,5,1
19712,1,-1,5,1
19717,1,-1,5,1
19724,1,-1,5,1
19730,1,-1,5,1
19736,1,-1,5,1
19741,0,-1,5,1
19748,0,-1,5,1
19753,1,-1,5,1
19759,1,-1,5,1
19766,1,-1,5,1
19772,0,-1,5,1
19778,1,-1,5,1
19783,1,-1,5,1
19789,0,-1,5,1
19795,1,-1,5,1
19801,0,-1,5,1
19808,0,-1,5,1
19814,0,-1,5,1
19820,0,-1,5,1
19826,0,-1,5,1
19831,0,-1,5,1
19837,1,-1,5,1
19844,0,-1,5,1
19850,1,-1,5,1
19856,0,-1,5,1
19862,0,-1,5,1
19867,0,-1,5,1
19874,0,-1,5,1
19880,0,-1,5,1
19885,1,-1,5,1
19891,0,-1,5,1
19898,0,-1,5,1
19903,0,-1,5,1
19909,1,-2,5,1
19915,1,-1,5,1
19921,1,-1,5,1
19928,1,-1,5,1
19934,1,-1,5,1
19940,1,-1,5,1
19946,1,-1,5,1
19952,0,-1,5,1
19958,1,-1,5,1
19964,1,-1,5,1
19969,0,-1,5,1
19976,0,-1,5,1
19981,0,-1,5,1
19988,0,-1,5,1
19994,1,-1,5,1
20000,1,-1,5,1
20006,0,-1,5,1
20012,0,-1,5,1
20018,0,-1,5,1
20024,1,-1,5,1
20030,0,-1,5,1
20036,0,-1,5,1
20041,0,-1,5,1
20048,0,-1,5,1
20054,1,-1,5,1
20059,1,-1,5,1
20066,0,-1,5,1
20071,0,-1,5,1
20078,0,-1,5,1
20084,1,-1,5,1
20090,1,-1,5,1
20095,0,-1,5,1
20102,1,-1,5,1
20108,0,-1,5,1
20114,0,-1,5,1
20120,0,-1,5,1
20126,0,-1,5,1
20132,0,-1,5,1
20137,0,-1,5,1
20143,0,-1,5,1
20149,0,-1,5,1
20155,0,-1,5,1
20162,1,-1,5,1
20168,0,-1,5,1
20173,0,-1,5,1
20179,1,-1,5,1
20185,0,-1,5,1
20191,1,-1,5,1
20197,1,-1,5,1
20204,0,-1,5,1
20210,0,-1,5,1
20215,0,-1,5,1
20221,1,-1,5,1
20227,0,-1,5,1
20233,0,-1,5,1
20239,1,-1,5,1
20245,1,-1,5,1
20251,1,-1,5,1
20257,0,-1,5,1
20263,0,-1,5,1
20269,1,-1,5,1
20275,0,-1,5,1
20281,1,-1,5,1
20287,0,-1,5,1
20293,1,-1,5,1
20299,0,-1,5,1
20305,0,-1,5,1
20311,1,-1,5,1
20317,0,-1,5,1
20323,0,-1,5,1
20329,0,-1,5,1
20335,0,-1,5,1
20341,0,-1,5,1
20347,1,-1,5,1
20353,1,-1,5,1
20359,1,-1,5,1
20365,0,-1,5,1
20371,0,-1,5,1
20377,0,-1,5,1
20383,0,-1,5,1
20388,0,-1,5,1
20394,1,-1,5,1
20400,0,-1,5,1
20407,1,-1,5,1
20413,1,-1,5,1
20419,0,-1,5,1
20425,0,-1,5,1
20431,1,-1,5,1
20437,0,-2,5,1
20443,0,-1,5,1
20448,0,-1,5,1
20455,1,-1,5,1
20461,1,-2,5,1
20467,1,-1,5,1
20473,1,-2,5,1
20479,0,-2,5,1
20485,0,-2,5,1
20491,0,-1,5,1
20497,1,-1,5,1
20503,0,-2,5,1
20509,0,-2,5,1
20515,0,-1,5,1
20521,0,-1,5,1
20527,1,-1,5,1
20533,0,-2,5,1
20539,0,-1,5,1
20545,0,-1,5,1
20551,0,-1,5,1
20557,1,-2,5,1
20563,0,-1,5,1
20569,1,-2,5,1
20575,1,-1,5,1
20581,1,-2,5,1
20587,1,-2,5,1
20593,0,-2,5,1
20599,0,-1,5,1
20605,1,-1,5,1
20611,1,-1,5,1
20617,1,-1,5,1
20623,0,-1,5,1
20629,1,-1,5,1
